"from Loehle, E&E Nov. 2007", 
calendar date,dev. deg C
16,-0.2816707854865774
17,-0.2770498362729557
18,-0.2700799639517902
19,-0.2662561613672845
20,-0.2630970343831579
21,-0.2133706915298506
22,-0.2124612210702856
23,-0.2114313672189304
24,-0.1770449753734501
25,-0.1727982840430017
26,-0.1595283909800111
27,-0.1828374897900971
28,-0.1812723921788841
29,-0.181956802490394
30,-0.2208887486737259
31,-0.1962182488983921
32,-0.1973856200332106
33,-0.1991704170643127
34,-0.1958976811795074
35,-0.1903066506551992
36,-0.2032006678392794
37,-0.1963699629711243
38,-0.1904422866132254
39,-0.1917107812161388
40,-0.05102815201014114
41,-0.05958084642460206
42,-0.06055831554454416
43,-0.06097867030222994
44,-0.06010937727017468
45,-0.04480843082514238
46,-0.039513682205207
47,-0.03541411446770866
48,-0.03383055436014628
49,-0.03010337866228041
50,-0.02042751659331498
51,-0.02971738075308504
52,-0.02463692098297009
53,-0.02207140374159082
54,-0.03398777814520031
55,-0.04131413282500314
56,-0.04675378799741705
57,-0.01154165293267562
58,-0.0154855142968669
59,-0.07066225039717
60,-0.08873773383475143
61,-0.05918355767130877
62,-0.05870572515899327
63,-0.06337074978953556
64,-0.06878579992795885
65,-0.04180461607429456
66,-0.04037490785148294
67,-0.04530456161434772
68,-0.05145575524829996
69,-0.05380854039418919
70,-0.05179833255347547
71,-0.0603937138836481
72,-0.05875003572272906
73,-0.05795405871123414
74,-0.06024621506037173
75,-0.07276713816199127
76,-0.06087372123409113
77,-0.06507265480619124
78,-0.06274350120117551
79,-0.06193472377170836
80,-0.04866137152813463
81,-0.04434893683638927
82,-0.04212009671099711
83,-0.0357838174647592
84,-0.03018507138325425
85,-0.0157106722192
86,-0.009782630599607803
87,-0.003519307715595175
88,0.002427400748354922
89,0.0825006055519229
90,0.06907902533604357
91,0.1169650951970947
92,0.1287823365764055
93,0.1452826791084745
94,0.1565309549705429
95,0.1741033687636467
96,0.1511376374364894
97,0.1762034681574928
98,0.195012245586959
99,0.2135685569454228
100,0.2373407617521103
101,0.24473574607813
102,0.2490116081470951
103,0.2491473704563419
104,0.2502758971021102
105,0.2351818532149627
106,0.1597605517202537
107,0.1554329655133566
108,0.150375494248989
109,0.1473446112701096
110,0.1396329254463548
111,0.136051507821834
112,0.1327724413754258
113,0.1254017517202531
114,0.116490832180023
115,0.1057880878026771
116,0.09437908397125843
117,0.09053138282183272
118,0.08915448007829757
119,0.07614477149873286
120,0.03178781664915288
121,0.04984326840412543
122,0.03772946097707043
123,0.01063623409117052
124,-0.006286179701933014
125,0.0055599225181684
126,-0.04843765275985462
127,-0.06148248034606175
128,-0.06925165321962477
129,-0.08028958425410792
130,-0.09015893291311175
131,-0.08295605643801516
132,-0.08517329781732631
133,-0.0857399644839938
134,-0.08685375758744176
135,-0.03732862773697528
136,-0.0344406967024928
137,-0.03010202675175308
138,-0.02025483162034941
139,-0.01404916659571902
140,-0.0102309847775368
141,0.004214046649596888
142,0.01440116559012601
143,0.02541837248667844
144,0.03885447728305295
145,0.05231186995423863
146,0.05817936676139095
147,0.07386041054357421
148,0.08068350851839634
149,0.08818235909310948
150,0.07504635778116915
151,0.1098304913328634
152,0.119104054551254
153,0.1468582745742273
154,0.1534857387179464
155,0.2290603137447763
156,0.1489659818830438
157,0.1503855362284856
158,0.1514668170166625
159,0.1493559795782394
160,0.1429120229279931
161,0.1415622692334108
162,0.1371164564255298
163,0.1371117522125571
164,0.1364319492568922
165,0.1381084681403075
166,0.1280952131299347
167,0.1261970080691303
168,0.1288406862300494
169,0.1353629631868093
170,0.1505388316891341
171,0.1587629696201685
172,0.1686305511355331
173,0.171795581815829
174,0.1742216901902135
175,0.1788623188554726
176,0.1495967208030844
177,0.146270284021476
178,0.1406118275354329
179,0.1295684422699159
180,0.09389660195311133
181,0.0851538828829433
182,0.06913556791857428
183,0.05905280929788481
184,0.04878844148179239
185,0.03912053648254701
186,0.07862654284437695
187,0.06555492480724219
188,0.05117030942262666
189,0.03454209233416495
190,0.01885774220153875
191,0.007275514084827043
192,-0.0147805305355972
193,-0.03233168627640801
194,-0.04911948468489562
195,-0.07437986868192569
196,-0.09174729840110301
197,-0.1145457068891665
198,-0.1379197121942055
199,-0.1715774756904175
200,-0.2008559902792769
201,-0.2279992263535474
202,-0.2582480269650296
203,-0.2811896715273629
204,-0.3000013426148961
205,-0.3357333198366448
206,-0.3517324988185823
207,-0.3578330735312261
208,-0.3603679133437265
209,-0.3565885619479952
210,-0.400034483146649
211,-0.3737202339923302
212,-0.3640508990169613
213,-0.3545336576376503
214,-0.3461600944192597
215,-0.3389180358012796
216,-0.3293529701198342
217,-0.3230598666715581
218,-0.3185910209860698
219,-0.3051140094918167
220,-0.2962977122832788
221,-0.2777659074215579
222,-0.2641337235135125
223,-0.2539440683410977
224,-0.245102965601731
225,-0.251510104717634
226,-0.2377519318560133
227,-0.2306547157610293
228,-0.2199274430337555
229,-0.2040920198362639
230,-0.1967471922500563
231,-0.1920098120245075
232,-0.1838060502690212
233,-0.1733358308332849
234,-0.1622044752832863
235,-0.1474859352026763
236,-0.1246025671916738
237,-0.1203460131728526
238,-0.1458159372188156
239,-0.1530851679880449
240,-0.1567391568767051
241,-0.2207440120410619
242,-0.231605506293935
243,-0.2355411384778439
244,-0.2380465765665786
245,-0.242387216960668
246,-0.2459362317389927
247,-0.2392847363366937
248,-0.2424755409343945
249,-0.2478711348041265
250,-0.2481366091218626
251,-0.2520353160184138
252,-0.2565617767463834
253,-0.2488042165934741
254,-0.2480930096969221
255,-0.2510293722448149
256,-0.23118930489161
257,-0.2279966071228476
258,-0.2252420432283236
259,-0.2167234343719684
260,-0.2113542660149706
261,-0.2081068015119277
262,-0.2065895601326166
263,-0.196765386365579
264,-0.196548347826025
265,-0.2145919725570084
266,-0.2079246708748596
267,-0.2034785501852045
268,-0.1827031069852745
269,-0.1669313228973173
270,-0.08853076671139259
271,-0.1164123470056087
272,-0.103663079896428
273,-0.1017002151749419
274,-0.09683284116963722
275,-0.09018466846111948
276,-0.07668134709600137
277,-0.07482913034723254
278,-0.07358282492851429
279,-0.0650621972586184
280,-0.05839102736251117
281,-0.057377764763042
282,-0.04828998786687394
283,-0.05024224250878254
284,-0.05474622128862331
285,-0.05276659170719032
286,-0.07329486172225149
287,-0.08145931795567293
288,-0.08194923601629806
289,-0.08558643023969911
290,-0.09001879098240421
291,-0.09253605087810117
292,-0.09556906001455907
293,-0.09122570605051591
294,-0.09505329225741193
295,-0.08847383608806339
296,-0.09209039960117904
297,-0.09280127493274432
298,-0.09181587822100092
299,-0.08952337761815518
300,-0.05563380849567448
301,-0.07207301529818933
302,-0.07075929453619203
303,-0.06956324920221543
304,-0.07443287911760088
305,-0.07463832974399434
306,-0.07549151678683659
307,-0.07618404552246867
308,-0.07431931682246789
309,-0.06656461462811097
310,-0.0655330054327083
311,-0.07535320552293828
312,-0.07183152318229121
313,-0.06728554617079625
314,-0.06647566935642884
315,-0.0358592826099308
316,-0.03283819398069172
317,-0.03169067262520565
318,-0.02697479915698117
319,-0.03224209181375586
320,-0.02805176693010937
321,-0.02133912325194768
322,-0.01461211175769665
323,-0.02174665990059055
324,-0.01861447599254338
325,-0.01342847808240754
326,0.001814362782702156
327,0.0003778644942404063
328,0.00384953075901148
329,0.009170485666172029
330,0.03383116893534769
331,-0.0124787830664415
332,-0.01294040190737064
333,-0.01565785378240525
334,-0.004703509276335842
335,-0.002652307604445142
336,-0.01242096756589714
337,-0.008209144905798873
338,-0.003446734902009267
339,-0.001881558698901354
340,0.01689868440439881
341,0.02588031503761212
342,0.0276054476636066
343,0.03147169651698811
344,0.03306867927560967
345,0.03733282604837585
346,0.03684628330294732
347,0.03621266261329135
348,0.05340327358882473
349,0.05193434115319305
350,0.0542524667058005
351,0.0543007425678695
352,0.05553478718207365
353,0.1018266089805409
354,0.1008269879119543
355,0.0953118543596147
356,0.1664900228935304
357,0.1644961568457852
358,0.1606729046669292
359,0.1595471689159276
360,0.2119696533740346
361,0.2101527723642031
362,0.2008947852950702
363,0.1961399302363358
364,0.1913405981029515
365,0.2119956025473507
366,0.1902495983802926
367,0.1875901156216712
368,0.1833960154399139
369,0.1812473085433624
370,0.1832438780957658
371,0.1811157992780327
372,0.176496282490447
373,0.1703814572500061
374,0.1657524401259147
375,0.1610330280087851
376,0.1574556177343301
377,0.1512744073191303
378,0.143105722819881
379,0.1340654929348238
380,0.1268873320152836
381,0.118504991199074
382,0.06341716125520514
383,0.05671070679012962
384,-0.03432577353867844
385,-0.1407613315355796
386,-0.1444128602501485
387,-0.1457764020927179
388,-0.1520522641616834
389,-0.1587246779547873
390,-0.188759870673988
391,-0.1826569778316636
392,-0.1942119567197699
393,-0.1963119156688665
394,-0.2035695595028984
395,-0.2148687676149667
396,-0.2149624166457551
397,-0.2191302693749425
398,-0.2208396289808544
399,-0.2205643826754347
400,-0.2185725628900901
401,-0.2168769553367241
402,-0.2161586611224871
403,-0.2118524274221105
404,-0.2083126555272177
405,-0.2040823056286374
406,-0.1990499780424311
407,-0.1968448777473201
408,-0.1896330550872225
409,-0.1846610179965234
410,-0.1758292630200461
411,-0.168871877479623
412,-0.1627952149180454
413,-0.1560553791012173
414,-0.07159997779157026
415,-0.05605412927000265
416,-0.04490642025634461
417,-0.0384613372422951
418,-0.0231797280468932
419,-0.02131191610054898
420,-0.002231344192605395
421,0.001705344060219775
422,0.01347097023406275
423,0.02344442632730861
424,0.03103510321108999
425,0.05511049230178734
426,0.0426262194388288
427,0.05051734332133264
428,0.05842579260546188
429,0.05682074939190971
430,0.06110214012928878
431,0.06284609052251286
432,0.06451125762899361
433,0.06789147541483772
434,0.066523961803222
435,0.06676987831864887
436,0.07038800942734527
437,0.07511955812668025
438,0.07980059260943846
439,0.08238461052896375
440,0.08812886340252719
441,0.08748153944432947
442,0.04297679669150803
443,0.04478221541071952
444,0.04724838082425323
445,0.04630329775386417
446,0.0406597780350269
447,0.03661414671534802
448,0.03556248595777711
449,0.03299118702078007
450,0.04139288409657133
451,-0.0005447558907446684
452,-0.002999643108789751
453,-0.007352637664143671
454,-0.004910519437541964
455,0.002692492182486495
456,-0.005913861560306757
457,-0.00982272855538091
458,-0.01542514724597697
459,-0.01887361755969123
460,-0.02497013039349983
461,-0.03189083775673529
462,-0.03317778356954262
463,-0.03928155593148247
464,-0.04220297331172631
465,-0.03652318475411963
466,-0.04085728437097805
467,-0.04604639507878183
468,-0.05201868401856427
469,-0.05808777052794087
470,-0.07019243238442238
471,-0.03643602638573394
472,0.0004838089936775987
473,-0.001193387877175711
474,0.002716148028571696
475,0.009419172831959402
476,-0.003242823530847843
477,-0.0007483608562790511
478,-0.0004188463372225281
479,-0.006220343614899009
480,0.02656269833475423
481,-0.02896349558023711
482,-0.03631119672966301
483,-0.04210219596694162
484,-0.04638316239162496
485,-0.04861312752015688
486,-0.046310113389809
487,-0.04851907700416371
488,-0.04831218045243988
489,-0.04636435831087917
490,-0.04389344746421933
491,-0.03781918854105043
492,-0.03523668702864814
493,-0.03227271221744076
494,-0.02789578390528192
495,-0.03824127990032168
496,-0.0352749291243661
497,-0.03259340731217395
498,-0.03245777512826487
499,-0.03498651076044905
500,-0.07561882623536878
501,-0.08406124228224744
502,-0.0964316557273946
503,-0.1052168020957648
504,-0.1181119495446647
505,-0.1157138569893751
506,-0.1206851343904402
507,-0.1244167097792158
508,-0.1204310775953086
509,-0.1227773772920792
510,-0.05090212944230019
511,-0.08803705443880033
512,-0.0440338568355031
513,-0.03238664198139194
514,-0.021835385935207
515,-0.01556144800258794
516,0.000383700746565907
517,0.003422029008904897
518,0.009669366737099494
519,0.01011089165258361
520,0.008502372382807441
521,0.002472960618101344
522,-0.0001611666451170612
523,-0.004707143656609902
524,-0.0210182068750009
525,-0.0285807521759587
526,-0.02465838974706169
527,-0.02865286366394949
528,-0.02713275204838848
529,-0.02866104559392415
530,-0.02656047088128029
531,-0.02844353896262386
532,-0.02394654402889281
533,-0.01974893129679649
534,-0.01463222042146406
535,-0.008322152098785409
536,-0.0008254677486536973
537,0.003197741800417448
538,0.01252293711301693
539,0.02014406885483867
540,0.08022455545160139
541,0.06832217665884377
542,0.0410220296060741
543,0.0408177855742442
544,0.0400158788899823
545,0.03518248240141404
546,0.03239342088821421
547,0.03185744862843131
548,0.02838151077318249
549,0.02766229895052225
550,0.03259371236469402
551,0.03976443168134853
552,0.04520714988268775
553,0.05875003228763957
554,0.06943239092968196
555,0.07308741430157003
556,0.07806333110507365
557,0.0858783048365241
558,0.09537803116383732
559,0.09685736887593277
560,0.103997853748778
561,0.1072765893809617
562,0.110632911220041
563,0.1094958012036209
564,0.114329457292702
565,0.1124858296559704
566,0.1118722569297521
567,0.1101670629725554
568,0.1133578278726802
569,0.1133739595242795
570,0.1445274258550722
571,0.1722934810235058
572,0.1787398913770784
573,0.183556521017741
574,0.1610252734679706
575,0.1664721418705033
576,0.151793846607809
577,0.1590021073126215
578,0.1612069828968074
579,0.1623830091693858
580,0.1632777720135237
581,0.1651248100329741
582,0.1640075686536637
583,0.1671211692588622
584,0.1669510543163341
585,0.1691845644843273
586,0.2427141537382338
587,0.2460309640830622
588,0.2483670051971202
589,0.2521029893873136
590,0.2534869692723718
591,0.2599569350106566
592,0.2651761203523599
593,0.2737096084160203
594,0.2751815911746408
595,0.2809999764531551
596,0.2923088259593018
597,0.2909942665723285
598,0.2909685960742443
599,0.2882793485143213
600,0.2731287305647276
601,0.265026474951103
602,0.2619708240491489
603,0.2630850002943597
604,0.2877541154566187
605,0.3378082665216686
606,0.3057665579607648
607,0.3055941441676604
608,0.3071943083712738
609,0.3112003497164705
610,0.3181665386999005
611,0.321355522130263
612,0.3335358126826027
613,0.3438707880520606
614,0.357474236327923
615,0.2949035419035832
616,0.3100488678420128
617,0.3170382577624377
618,0.3405293074209261
619,0.3378537588315851
620,0.3311582818947291
621,0.3205859066672662
622,0.3115613507633999
623,0.3002833988302751
624,0.2905970020897581
625,0.2793117356320779
626,0.2689740969930303
627,0.2634522579125701
628,0.2616835647336052
629,0.257324944043949
630,0.2573365618699826
631,0.260228260788975
632,0.2562834332027685
633,0.290053654162195
634,0.2928542420901047
635,0.3138587807180329
636,0.2925413502405745
637,0.2862853196811991
638,0.2845923337877818
639,0.2780837130981268
640,0.2776534623144286
641,0.2515782338236481
642,0.2371684975153313
643,0.2213665428776771
644,0.2053666204764598
645,0.1873382229105373
646,0.1752720233899761
647,0.166738347636021
648,0.1372237934394197
649,0.1342122338782917
650,0.1351652384104032
651,0.1422665315138514
652,0.1494801330464186
653,0.1564644741834866
654,0.1665312845283145
655,0.1735602113336478
656,0.1804348565924984
657,0.1893819830292805
658,0.1961064493675404
659,0.2029406037189358
660,0.1919836805242111
661,0.2152520144535177
662,0.1698464385944727
663,0.1666552484397217
664,0.170202046469278
665,0.1724514934368739
666,0.1480709391928189
667,0.1502113332814885
668,0.1467021847945073
669,0.2033601624039941
670,0.2188168054844575
671,0.2207989776636743
672,0.2305477461365809
673,0.2320068165506376
674,0.2437900677821648
675,0.2515504477962398
676,0.2570688026835897
677,0.2673988519446738
678,0.2797707731269394
679,0.3000033017860514
680,0.3687925983571411
681,0.3526740638743823
682,0.3497832808759507
683,0.3461324188069853
684,0.3373673326000888
685,0.326042790412158
686,0.3137932693393615
687,0.3015281831324642
688,0.288478315365655
689,0.2723166774346199
690,0.2495349111154331
691,0.2661550395035861
692,0.2547616982186714
693,0.248016008563499
694,0.2423069568393614
695,0.2704940609401917
696,0.205060669581603
697,0.2031037730298783
698,0.2035417809533463
699,0.1874685050912779
700,0.1913087230031545
701,0.1936249076042559
702,0.2004805110525315
703,0.2037685258992753
704,0.2109883534854825
705,0.217115954412253
706,0.2331562099541241
707,0.230326468574814
708,0.2247651532022926
709,0.1288519642177919
710,0.1270219149567077
711,0.09695188983317104
712,0.09668929036367583
713,0.09845321609311867
714,0.1030335909813148
715,0.1125725261840425
716,0.1256317342173879
717,0.1427135172993516
718,0.1595411035062487
719,0.1690490610659312
720,0.1436587472051891
721,0.1794493643903338
722,0.1967762874672574
723,0.2085296031171236
724,0.2187036201474956
725,0.2742200796143594
726,0.282088286099475
727,0.2876207484417158
728,0.2890246893284161
729,0.2872831047635557
730,0.2858750607300165
731,0.277448952355632
732,0.2723667821312206
733,0.2633275478911971
734,0.2544285331128722
735,0.2324232649136378
736,0.2249498795824942
737,0.2249505478594651
738,0.2254948828348343
739,0.2138522993646647
740,0.2127344159714387
741,0.1938417767457562
742,0.1834931177419238
743,0.1798836681589356
744,0.1780009095382452
745,0.1710589555152575
746,0.1737492569019747
747,0.1673745442582964
748,0.1642573028789858
749,0.158813624718067
750,0.1327704780865991
751,0.1320162439025496
752,0.1254297815781565
753,0.1200711310286161
754,0.1172182574653983
755,0.08594288406602176
756,0.06066978643245831
757,0.05808604259009346
758,0.05617717559501969
759,0.05403753643404522
760,0.05700551672961097
761,0.05790206845374851
762,0.05271170926072703
763,0.05584471418683562
764,0.05810087182230427
765,0.06332666156097285
766,0.06822091443453598
767,0.07198413282534015
768,0.07809677650350169
769,0.08291496200260811
770,0.0965172622441737
771,0.1012734198796414
772,0.1215714772866478
773,0.1981272394003682
774,0.2055134462969201
775,0.2137114153075971
776,0.2289735481300744
777,0.2361068814634076
778,0.244045558877661
779,0.2524212932327056
780,0.2329968271429442
781,0.1958251111334203
782,0.2002755768521943
783,0.2041903841544257
784,0.201299917622985
785,0.2216941493320864
786,0.1998679458428639
787,0.195395329210004
788,0.194438983545907
789,0.1890175276072094
790,0.1850722943414885
791,0.1805968245486106
792,0.1793755038364178
793,0.1738521772644097
794,0.17637868064017
795,0.1732662162218462
796,0.1676595351873629
797,0.1617888455321914
798,0.1644492126083763
799,0.1666884367463074
800,0.1633651608842385
801,0.1635992781318675
802,0.09286146136185138
803,0.09124766825840302
804,0.09292465675748265
805,0.08906734969672823
806,0.09121316250460906
807,0.09042888894805706
808,0.08895532572966619
809,0.1025218071736815
810,0.2001408896142523
811,0.1524245501946387
812,0.1610033679286282
813,0.1698654368941462
814,0.1776923721158206
815,0.2371351984809923
816,0.2132700201320045
817,0.2240807406396964
818,0.2330356478015001
819,0.2419145160596782
820,0.2682910179286861
821,0.2708181115247453
822,0.2729305909992939
823,0.2775006354655507
824,0.2757124581256486
825,0.2759238702767155
826,0.2503936325400874
827,0.2461405709779035
828,0.2373566629319259
829,0.2372110690621937
830,0.241093467837251
831,0.2402605176456804
832,0.2421773758832287
833,0.2467802468455282
834,0.24847909742024
835,0.2536240892100596
836,0.2752705386988608
837,0.2831441019172514
838,0.2895854812275962
839,0.2966721920507001
840,0.3410689292279495
841,0.3040465248583613
842,0.3261318312918088
843,0.3325387278435336
844,0.3394122910619245
845,0.3886784611734339
846,0.3556127917767516
847,0.3566633664893956
848,0.35794382625951
849,0.3643647535390884
850,0.3677514530464783
851,0.3710021567762457
852,0.3926951149430825
853,0.3994586617411114
854,0.3773939813691011
855,0.4271583075396515
856,0.4198071314020233
857,0.4338646026663917
858,0.442007131402024
859,0.4562491506138476
860,0.4621529272969336
861,0.4642678698256692
862,0.4684123758726971
863,0.4669870885163744
864,0.4632399620795927
865,0.4632753844889694
866,0.551017657418221
867,0.5431448125906345
868,0.5367454566599232
869,0.5252680859702683
870,0.5814215268368331
871,0.5013936864461027
872,0.4809982841472518
873,0.4656396634575976
874,0.4531385140323098
875,0.407999327385236
876,0.3990946167941027
877,0.3904006512768609
878,0.3916254170866667
879,0.3905090377763222
880,0.3871070981211504
881,0.3925721505091894
882,0.4001023229229823
883,0.4086324953367753
884,0.4547070426972327
885,0.4845708327193053
886,0.4961053154779266
887,0.5021693687032965
888,0.5096102554028045
889,0.5098294672254648
890,0.5191890731367947
891,0.5197550862790358
892,0.5182698646041589
893,0.5191738054908584
894,0.5102290370215223
895,0.4552985952631523
896,0.4718487590029977
897,0.4666088995283673
898,0.4875005251441295
899,0.4826798003024693
900,0.5421651340022608
901,0.4748256694557064
902,0.4715385477104568
903,0.465856281700604
904,0.4555562853071315
905,0.4728195975285717
906,0.4495005591039507
907,0.4330647756086621
908,0.4245176491718809
909,0.4132411302884657
910,0.3888830631106824
911,0.374752028627924
912,0.3547503865917991
913,0.3759020071225512
914,0.3530895071225521
915,0.3319404923442257
916,0.3085831894799865
917,0.292074568790332
918,0.2765637929282626
919,0.2600203063179951
920,0.2492121166628227
921,0.240186716416517
922,0.2361647028697188
923,0.222970188140624
924,0.2164529467613133
925,0.1931369565372534
926,0.160686462065013
927,0.1590509940847174
928,0.1240395208109718
929,0.1233712640785912
930,0.1689135886462444
931,0.1761145380460036
932,0.1798588366124111
933,0.1901506138007408
934,0.2011612238803159
935,0.2735571757454211
936,0.3086241994840339
937,0.3157920155759876
938,0.3248081075300099
939,0.3293642812936067
940,0.3343550858913073
941,0.3261697156831993
942,0.2825929331265724
943,0.293392933126572
944,0.3026389101380661
945,0.3063627513827355
946,0.3198938953345681
947,0.328608837863305
948,0.3357013559016949
949,0.3431594839805131
950,0.3530609618130258
951,0.3826103871003818
952,0.3875161289591339
953,0.3954678530970653
954,0.4056310714878694
955,0.386091139733059
956,0.3841110083701695
957,0.3974857210138481
958,0.4055973027959172
959,0.4202069908090529
960,0.520712005092067
961,0.5119120522000105
962,0.5202367135300597
963,0.5216936100817833
964,0.5195565958843694
965,0.41311842614211
966,0.4112861190813542
967,0.4095274983916991
968,0.4009695697011817
969,0.3980490031987187
970,0.4188447167124591
971,0.4093356618465587
972,0.4102512611897442
973,0.407904134752963
974,0.4065466905110095
975,0.4018862635816168
976,0.4085260008558367
977,0.4107096611897447
978,0.4119188565920434
979,0.4151313360665927
980,0.4065443628865158
981,0.4232659616495148
982,0.4301291800403189
983,0.4331130880862954
984,0.4370138736035364
985,0.4837466902463446
986,0.4749779647189995
987,0.4748137701188684
988,0.471585653407992
989,0.3717043242275142
990,0.3690173508023156
991,0.3593880404574877
992,0.3579886151701319
993,0.3648942742409244
994,0.3713138144708091
995,0.4650758272647896
996,0.4728734034985329
997,0.4768451903323878
998,0.4793781056928892
999,0.4352213878782654
1000,0.4418397348418175
1001,0.4334277206108393
1002,0.4312869160131376
1003,0.4323323504014999
1004,0.430714534309547
1005,0.4229836913976684
1006,0.4389682069404563
1007,0.4394854483197683
1008,0.4376480098961225
1009,0.4383272171972311
1010,0.3913876654215227
1011,0.4079205608785551
1012,0.4039918252463722
1013,0.4043562233251071
1014,0.4031286371182105
1015,0.4115512972167333
1016,0.4209642979600664
1017,0.420591884166963
1018,0.4277443745884187
1019,0.4321163446060043
1020,0.4155073580954117
1021,0.4201062907719311
1022,0.425672178736828
1023,0.4241527821851029
1024,0.4247885580471724
